Año del Accidente,Mes del Accidente,Día del Accidente,Hora del Día,Día de la Semana,Ciudad o Municipio,Accidente: Intersección,Accidente: Fuga,Condiciones de Iluminación,Condiciones Climáticas (2016+),Límite de Velocidad en el Lugar del Accidente,Peor Lesión en el Accidente,Tipo de Parte,Edad de la Persona,Género de la Persona
2016,September,29,8:00 PM - 9:00 PM,Jueves,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,Despejado,35,Sin lesión (O),Conductor de vehículo motorizado,24,Masculino
2016,October,29,6:00 PM - 7:00 PM,Saturday,Wayne County: Westland,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Nublado,40,Fatal injury (K),Conductor de vehículo motorizado,69,Femenino
2016,November,29,5:00 PM - 6:00 PM,Tuesday,Wayne County: Allen Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Nublado,70,Fatal injury (K),Conductor de vehículo motorizado,65,Femenino
2016,November,29,2:00 PM - 3:00 PM,Tuesday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,Despejado,25,Lesión posible (C),Conductor de vehículo motorizado,85,Masculino
2016,December,29,3:00 PM - 4:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,Despejado,40,Sin lesión (O),Conductor de vehículo motorizado,71,Masculino
2016,December,29,3:00 PM - 4:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,Despejado,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,January,30,2:00 PM - 3:00 PM,Saturday,Wayne County: Canton Twp.,Accidente en intersección,Not hit-and-run,Luz del día,Despejado,45,Lesión posible (C),Conductor de vehículo motorizado,42,Femenino
2016,January,30,7:00 PM - 8:00 PM,Saturday,Wayne County: Allen Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Despejado,25,Lesión posible (C),Conductor de vehículo motorizado,29,Masculino
2016,January,30,2:00 PM - 3:00 PM,Saturday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,Despejado,35,Lesión posible (C),Conductor de vehículo motorizado,68,Femenino
2016,April,30,12:00 midnight - 1:00 AM,Saturday,Wayne County: Westland,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,Despejado,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,24,Masculino
2016,April,30,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,Rain,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,25,Femenino
2016,May,30,9:00 PM - 10:00 PM,Monday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,Despejado,35,Lesión posible (C),Conductor de vehículo motorizado,48,Masculino
2016,May,30,9:00 AM - 10:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,Despejado,30,Sin lesión (O),Conductor de vehículo motorizado,62,Masculino
2016,May,30,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,Despejado,30,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,July,30,10:00 AM - 11:00 AM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,Nublado,No codificado y errores,Lesión grave sospechada (A),Conductor de vehículo motorizado,25,Femenino
2016,July,30,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,Rain,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,July,30,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,Despejado,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2016,August,30,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,Nublado,25,Sin lesión (O),Conductor de vehículo motorizado,44,Femenino
2016,September,30,7:00 AM - 8:00 AM,Friday,Wayne County: Dearborn Heights,Accidente fuera de intersección,Fuga,Oscuridad iluminada,Rain,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,September,30,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,Rain,35,Lesión posible (C),Conductor de vehículo motorizado,27,Masculino
2016,September,30,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,Rain,30,Lesión posible (C),Conductor de vehículo motorizado,28,Masculino
2016,September,30,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,Rain,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Femenino
2016,September,30,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,Rain,30,Fatal injury (K),Conductor de vehículo motorizado,40,Masculino
2016,September,30,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,Rain,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,November,30,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Despejado,55,Fatal injury (K),Conductor de vehículo motorizado,59,Masculino
2016,December,30,8:00 PM - 9:00 PM,Friday,Wayne County: Taylor,Accidente fuera de intersección,Fuga,Dark unlighted,Despejado,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,January,31,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Despejado,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Femenino
2016,Marzo,31,6:00 AM - 7:00 AM,Jueves,Wayne County: Redford Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,Rain,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,51,Masculino
2016,Marzo,31,8:00 AM - 9:00 AM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,Rain,30,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,May,31,7:00 PM - 8:00 PM,Tuesday,Wayne County: Taylor,Accidente fuera de intersección,Fuga,Luz del día,Despejado,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2016,July,31,8:00 PM - 9:00 PM,Sunday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,Rain,25,Lesión posible (C),Conductor de vehículo motorizado,44,Femenino
2016,August,31,5:00 PM - 6:00 PM,Wednesday,Wayne County: Redford Twp.,Accidente en intersección,Not hit-and-run,Luz del día,Despejado,35,Lesión posible (C),Conductor de vehículo motorizado,63,Masculino
2016,August,31,7:00 PM - 8:00 PM,Wednesday,Wayne County: Lincoln Park,Accidente en intersección,Not hit-and-run,Luz del día,Despejado,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,35,Femenino
2016,December,31,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,Despejado,40,Sin lesión (O),Conductor de vehículo motorizado,26,Femenino
2016,December,31,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Dark unlighted,Despejado,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,1,9:00 AM - 10:00 AM,Jueves,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,23,Masculino
2015,Marzo,1,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Dark unlighted,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,May,1,9:00 PM - 10:00 PM,Friday,Wayne County: Garden City,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,51,Masculino
2015,May,1,9:00 PM - 10:00 PM,Friday,Wayne County: Garden City,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,1,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,1,5:00 PM - 6:00 PM,Monday,Wayne County: Dearborn,Accidente en intersección,Fuga,Other / unknown,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,1,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,26,Femenino
2015,July,1,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,40,Masculino
2015,July,1,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,August,1,8:00 PM - 9:00 PM,Saturday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,38,Masculino
2015,August,1,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,31,Femenino
2015,August,1,6:00 AM - 7:00 AM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,No codificado y errores,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,October,1,3:00 PM - 4:00 PM,Jueves,Wayne County: Highland Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,78,Masculino
2015,November,1,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,36,Masculino
2015,November,1,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,November,1,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,2,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,20,Masculino
2015,January,2,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,20,Femenino
2015,Marzo,2,3:00 PM - 4:00 PM,Monday,Wayne County: Plymouth,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,38,Femenino
2015,Marzo,2,6:00 PM - 7:00 PM,Monday,Wayne County: Dearborn,Accidente en intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,Marzo,2,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,70,Masculino
2015,Marzo,2,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,54,Masculino
2015,Marzo,2,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,2,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,April,2,2:00 PM - 3:00 PM,Jueves,Wayne County: Dearborn,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,51,Femenino
2015,April,2,11:00 PM - 12:00 midnight,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,36,Femenino
2015,May,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Hamtramck,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,42,Masculino
2015,May,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,31,Femenino
2015,May,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,33,Masculino
2015,May,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,34,Femenino
2015,May,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,58,Masculino
2015,June,2,12:00 noon - 1:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,50,Femenino
2015,June,2,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,30,Masculino
2015,June,2,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,June,2,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,2,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Fatal injury (K),Conductor de vehículo motorizado,54,Masculino
2015,August,2,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,August,2,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Fatal injury (K),Conductor de vehículo motorizado,27,Masculino
2015,August,2,5:00 AM - 6:00 AM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,29,Femenino
2015,August,2,5:00 AM - 6:00 AM,Sunday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,2,5:00 PM - 6:00 PM,Wednesday,Wayne County: Taylor,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,48,Femenino
2015,September,2,8:00 AM - 9:00 AM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,91,Masculino
2015,September,2,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,No codificado y errores,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,September,2,11:00 PM - 12:00 midnight,Wednesday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,October,2,10:00 AM - 11:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,21,Masculino
2015,November,2,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,Femenino
2015,December,2,6:00 PM - 7:00 PM,Wednesday,Wayne County: Brownstown Twp.,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,15,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,December,2,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,December,2,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,35,Femenino
2015,December,2,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,52,Masculino
2015,December,2,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,37,Femenino
2015,January,3,6:00 PM - 7:00 PM,Saturday,Wayne County: Highland Park,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,68,Masculino
2015,January,3,5:00 PM - 6:00 PM,Saturday,Wayne County: Westland,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,45,Fatal injury (K),Conductor de vehículo motorizado,55,Femenino
2015,January,3,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,January,3,12:00 midnight - 1:00 AM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Dark unlighted,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,3,2:00 PM - 3:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,40,Femenino
2015,Febrero,3,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dusk,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,3,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Fuga,Dusk,No codificado y errores,No codificado y errores,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,3,9:00 PM - 10:00 PM,Tuesday,Wayne County: Dearborn Heights,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,27,Femenino
2015,Marzo,3,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,32,Femenino
2015,Marzo,3,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,3,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,3,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,3,5:00 AM - 6:00 AM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,April,3,4:00 PM - 5:00 PM,Friday,Wayne County: Dearborn,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,95,Masculino
2015,April,3,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,3,2:00 AM - 3:00 AM,Sunday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,43,Masculino
2015,June,3,7:00 AM - 8:00 AM,Wednesday,Wayne County: Inkster,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,26,Femenino
2015,June,3,9:00 AM - 10:00 AM,Wednesday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,63,Masculino
2015,June,3,4:00 PM - 5:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,31,Femenino
2015,June,3,8:00 PM - 9:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,42,Femenino
2015,June,3,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,3,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,July,3,3:00 PM - 4:00 PM,Friday,Wayne County: Brownstown Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,50,Lesión menor sospechada (B),Conductor de vehículo motorizado,22,Femenino
2015,July,3,12:00 midnight - 1:00 AM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,49,Masculino
2015,July,3,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,48,Masculino
2015,July,3,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dusk,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,29,Femenino
2015,August,3,2:00 PM - 3:00 PM,Monday,Wayne County: Lincoln Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,3,3:00 AM - 4:00 AM,Jueves,Wayne County: Gibraltar,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,3,6:00 PM - 7:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,15,Lesión posible (C),Conductor de vehículo motorizado,17,Femenino
2015,September,3,10:00 PM - 11:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,23,Femenino
2015,September,3,7:00 PM - 8:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,October,3,8:00 PM - 9:00 PM,Saturday,Wayne County: Plymouth Twp.,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,45,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,October,3,1:00 PM - 2:00 PM,Saturday,Wayne County: Highland Park,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,67,Masculino
2015,October,3,5:00 PM - 6:00 PM,Saturday,Wayne County: Taylor,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión grave sospechada (A),Conductor de vehículo motorizado,29,Masculino
2015,November,3,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,56,Masculino
2015,December,3,6:00 PM - 7:00 PM,Jueves,Wayne County: Wayne,Accidente fuera de intersección,Fuga,Dusk,No codificado y errores,45,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,4,11:00 AM - 12:00 noon,Sunday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,43,Femenino
2015,January,4,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,4,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dawn,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,4,1:00 PM - 2:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,No codificado y errores,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Marzo,4,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,53,Masculino
